,Season,TeamName,SOS
907,2002,Stetson,-3.79
908,2002,CS Sacramento,-5.34
909,2002,Hartford,-8.2
910,2002,Youngstown St,-0.16
911,2002,Maine,-9.55
912,2002,NC A&T,-7.17
913,2002,Cornell,-2.58
914,2002,Army,-7.44
915,2002,Alabama St,-14.15
916,2002,Towson,-3.33
917,2002,Elon,-7.07
918,2002,Robert Morris,-8.44
919,2002,Binghamton,-9.4
920,2002,Dartmouth,-5.71
921,2002,High Point,-6.28
922,2002,E Kentucky,-2.34
923,2002,Norfolk St,-7
924,2002,Lehigh,-6.5
925,2002,Charleston So,-6.23
926,2002,Bethune-Cookman,-8.26
927,2002,Mercer,-2.76
928,2002,Florida A&M,-7.48
929,2002,SE Louisiana,-7.38
930,2002,New Hampshire,-7.33
931,2002,St Francis PA,-7.84
932,2002,E Michigan,-0.7
933,2002,Sacred Heart,-9.84
934,2002,MS Valley St,-12.75
935,2002,Campbell,-5.2
936,2002,MD E Shore,-9.08
937,2002,Jackson St,-10.81
938,2002,Coastal Car,-6.92
939,2002,St Peter's,-4.14
940,2002,Albany NY,-8.85
941,2002,Loyola MD,-6.18
942,2002,Stony Brook,-8.03
943,2002,Coppin St,-7.83
944,2002,Morgan St,-7.69
945,2002,F Dickinson,-10.28
946,2002,Grambling,-9.92
947,2002,Chicago St,0.51
948,2002,TX Southern,-11.52
949,2002,Southern Univ,-12.56
950,2002,Liberty,-7.26
951,2002,Long Island,-7.69
952,2002,Mt St Mary's,-8.88
953,2002,Prairie View,-11.06
954,2002,Nicholls St,-4.4
955,2002,Morris Brown,-1.84
956,2002,Ark Pine Bluff,-8.7
957,2003,Kansas,10.53
958,2003,Arizona,8.95
959,2003,Kentucky,9.33
960,2003,Pittsburgh,5.79
961,2003,Maryland,7.56
962,2003,Duke,8.38
963,2003,Illinois,6.76
964,2003,Louisville,6.84
965,2003,Syracuse,9.02
966,2003,Texas,9.27
967,2003,Oklahoma,8.53
968,2003,Florida,7.76
969,2003,Mississippi St,8
970,2003,Wisconsin,6.51
971,2003,Notre Dame,9.43
972,2003,Georgia,11.3
973,2003,Wake Forest,6.96
974,2003,Marquette,7.28
975,2003,Michigan St,9.72
976,2003,LSU,6.83
977,2003,Xavier,4.61
978,2003,Purdue,9.42
979,2003,Connecticut,7.63
980,2003,Creighton,1.03
981,2003,Arizona St,9.27
982,2003,Missouri,10.15
983,2003,Texas Tech,8.29
984,2003,Oklahoma St,8.46
985,2003,St Joseph's  PA,3.71
986,2003,Oregon,6.11
987,2003,BYU,5.29
988,2003,Alabama,9.4
989,2003,Stanford,8.37
990,2003,Memphis,5.27
991,2003,Cincinnati,7.45
992,2003,Georgetown,6.27
993,2003,Colorado,8.01
994,2003,Auburn,8.34
995,2003,Indiana,9.81
996,2003,Gonzaga,3.8
997,2003,Georgia Tech,7.94
998,2003,California,7.58
999,2003,NC State,7.57
1000,2003,Providence,7.82
1001,2003,North Carolina,10.31
1002,2003,Dayton,5.17
1003,2003,Utah,5.25
1004,2003,Tulsa,2.29
1005,2003,Boston College,7.23
1006,2003,Kansas St,7.37
1007,2003,Tennessee,7.88
1008,2003,Iowa St,6.05
1009,2003,St John's,7.35
1010,2003,Seton Hall,8.2
1011,2003,Michigan,7.89
1012,2003,Mississippi,6.25
1013,2003,Butler,2.23
1014,2003,Minnesota,6.72
1015,2003,Villanova,7.56
1016,2003,UNLV,4.67
1017,2003,Florida St,7.75
1018,2003,DePaul,6.49
1019,2003,S Illinois,2.37
1020,2003,UNC Wilmington,-2.8
1021,2003,Iowa,5.83
1022,2003,Penn,-1.45
1023,2003,Ohio State,8.49
1024,2003,Louisiana,1.24
1025,2003,WI Milwaukee,0.81
1026,2003,WKU,1.4
1027,2003,Alabama-Birmingham,3.89
1028,2003,Virginia,8.64
1029,2003,South Carolina,8.96
1030,2003,USC,7.28
1031,2003,Temple,6.66
1032,2003,C Michigan,1.79
1033,2003,St Louis,6.88
1034,2003,W Michigan,0.76
1035,2003,UCLA,9.74
1036,2003,Richmond,3.5
1037,2003,IL Chicago,-0.12
1038,2003,Vanderbilt,9.36
1039,2003,Missouri St,0.92
1040,2003,Miami FL,4.91
1041,2003,Baylor,5.44
1042,2003,Tulane,2.84
1043,2003,Nevada,2.06
1044,2003,Texas A&M,7.23
1045,2003,Detroit,-0.1
1046,2003,Manhattan,-1.99
1047,2003,St Bonaventure,4.38
1048,2003,Wyoming,3.5
1049,2003,Clemson,5.35
1050,2003,Charlotte,6.94
1051,2003,San Diego,2.74
1052,2003,Colorado St,4.41
1053,2003,Fresno St,0.44
1054,2003,Holy Cross,-5.38
1055,2003,San Diego St,4.14
1056,2003,Rutgers,6.45
1057,2003,Kent,0.56
1058,2003,New Mexico St,-0.92
1059,2003,Arkansas,9.57
1060,2003,Washington,7.28
1061,2003,Weber St,-2.01
1062,2003,Hawaii,1.56
1063,2003,South Florida,4.52
1064,2003,Utah St,-1.43
1065,2003,West Virginia,6.84
1066,2003,Oregon St,5.86
1067,2003,Valparaiso,-1.13
1068,2003,Rhode Island,3.35
1069,2003,Nebraska,9.21
1070,2003,Rice,0.89
1071,2003,UC Santa Barbara,-1.12
1072,2003,Troy,-4.8
1073,2003,G Washington,3.34
1074,2003,VA Commonwealth,-3.29
1075,2003,Siena,-1.79
1076,2003,E Washington,-0.8
1077,2003,Murray St,-2.8
1078,2003,Wichita St,0.99
1079,2003,Northwestern,5.43
1080,2003,Virginia Tech,5.33
1081,2003,George Mason,-1.3
1082,2003,San Francisco,1.43
1083,2003,UC Irvine,-1.65
1084,2003,Saint Mary's CA,0.84
1085,2003,Miami OH,2.87
1086,2003,Toledo,2.13
1087,2003,East Carolina,4.73
1088,2003,SMU,1.76
1089,2003,Air Force,1.46
1090,2003,Drexel,-1.45
1091,2003,Denver,-0.28
1092,2003,Col Charleston ,-3.18
1093,2003,Bradley,1.2
1094,2003,Boston Univ,-3.42
1095,2003,MTSU,0.92
1096,2003,N Illinois,1.11
1097,2003,Pepperdine,1.79
1098,2003,Loyola-Chicago,0.97
1099,2003,Tennessee Tech,-2.96
1100,2003,Southern Miss,3.85
1101,2003,South Alabama,2.16
1102,2003,TCU,4.22
1103,2003,Chattanooga,-3.64
1104,2003,Princeton,-2.6
1105,2003,Davidson,-2.25
1106,2003,Morehead St,-4
1107,2003,Oral Roberts,-5.73
1108,2003,UCF,-5.84
1109,2003,La Salle,3.16
1110,2003,Arkansas St,-1.37
1111,2003,Iona,-3.59
1112,2003,Old Dominion,-2.2
1113,2003,New Orleans,0.28
1114,2003,Fairfield,-1.06
1115,2003,New Mexico,4.06
1116,2003,Ball St,2.17
1117,2003,Evansville,2.97
1118,2003,Marshall,-0.63
1119,2003,Akron,-1.43
1120,2003,Austin Peay,-1.98
1121,2003,ETSU,-2.94
1122,2003,Ark Little Rock,-0.91
1123,2003,Ohio,2.41
1124,2003,Boise St,0.07
1125,2003,Pacific,-0.95
1126,2003,Yale,-2.45
1127,2003,Delaware,-1.54
1128,2003,SF Austin,-7.98
1129,2003,Vermont,-4.85
1130,2003,American Univ,-5.85
1131,2003,Louisiana Tech,2.93
1132,2003,Washington St,6.73
1133,2003,Sam Houston St,-6.87
1134,2003,Appalachian St,-3.46
1135,2003,Massachusetts,3.52
1136,2003,Penn St,7.71
1137,2003,Northern Iowa,1.47
1138,2003,Bowling Green,1.95
1139,2003,CS Northridge,-2.2
1140,2003,Belmont,-4.05
1141,2003,Brown,-3.6
1142,2003,Cal Poly SLO,-1.51
1143,2003,Oakland,-5.05
1144,2003,IUPUI,-1.8
1145,2003,Niagara,-2.23
1146,2003,Montana,-0.71
1147,2003,Houston,4.94
1148,2003,E Illinois,-1.92
1149,2003,Canisius,-2.34
1150,2003,Loy Marymount,0.04
1151,2003,Idaho State,-2.66
1152,2003,WI Green Bay,0.68
1153,2003,Wagner,-6.48
1154,2003,Illinois St,2.18
1155,2003,Northern Arizona,-3.25
1156,2003,E Michigan,-0.91
1157,2003,Mercer,-9.03
1158,2003,Idaho,-2.49
1159,2003,Drake,1.47
1160,2003,Maine,-5.04
1161,2003,Duquesne,2.29
1162,2003,Texas St,-7.59
1163,2003,Portland,1.07
1164,2003,Santa Clara,-0.11
1165,2003,Wright St,0.48
1166,2003,Montana St,-2.27
1167,2003,Binghamton,-5.13
1168,2003,James Madison,-2.45
1169,2003,Marist,-2.16
1170,2003,Wofford,-1.83
1171,2003,Northeastern,-4.81
1172,2003,Rider,-3.6
1173,2003,Florida Intl,-0.19
1174,2003,Hartford,-5.5
1175,2003,Samford,-3.86
1176,2003,Jacksonville St,-7.23
1177,2003,Harvard,-3.65
1178,2003,Georgia St,-5.85
1179,2003,UT Arlington,-6.17
1180,2003,Lehigh,-6.62
1181,2003,Bucknell,-4.97
1182,2003,CS Fullerton,-3
1183,2003,Cleveland St,0.62
1184,2003,Indiana St,2.37
1185,2003,McNeese St,-5.44
1186,2003,North Texas,3.09
1187,2003,Furman,-3.15
1188,2003,St Peter's,-2.97
1189,2003,Winthrop,-10.58
1190,2003,Ga Southern,-5.61
1191,2003,Hampton,-10.51
1192,2003,Quinnipiac,-8.56
1193,2003,Buffalo,-0.57
1194,2003,TN Martin,-2.77
1195,2003,Lafayette,-5.22
1196,2003,Central Conn,-8.58
1197,2003,Colgate,-6.46
1198,2003,SE Missouri St,-3.18
1199,2003,Monmouth NJ,-7.48
1200,2003,Hofstra,-2.06
1201,2003,UNC Greensboro ,-2.78
1202,2003,Youngstown St,-0.77
1203,2003,San Jose St,0.23
1204,2003,St Francis NY,-8.82
1205,2003,MS Valley St,-10.47
1206,2003,Stony Brook,-5.89
1207,2003,S Carolina St,-10.14
1208,2003,Lamar,-8.11
1209,2003,Portland St,-0.28
1210,2003,William & Mary,-5.07
1211,2003,UC Riverside,-0.26
1212,2003,Southern Utah,-3.6
1213,2003,Fordham,4.03
1214,2003,Prairie View,-8.42
1215,2003,TX Southern,-11.21
1216,2003,Centenary,-3.89
1217,2003,Missouri KC,-2.35
1218,2003,Charleston So,-8.91
1219,2003,St Francis PA,-8.37
1220,2003,Delaware St,-9.57
1221,2003,TAM C. Christi,-5.25
1222,2003,CS Sacramento,-1.84
1223,2003,Alabama St,-10
1224,2003,Howard,-10.72
1225,2003,Jacksonville,-6.12
1226,2003,Florida A&M,-10.3
1227,2003,Dartmouth,-5.44
1228,2003,UTEP,0.04
1229,2003,SE Louisiana,-5.41
1230,2003,ULM,-6.67
1231,2003,IPFW,-2.26
1232,2003,E Kentucky,-5.03
1233,2003,Coppin St,-7.39
1234,2003,Gardner Webb,-3.36
1235,2003,UT San Antonio,-5.3
1236,2003,F Dickinson,-9.91
1237,2003,Navy,-5.21
1238,2003,W Carolina,-4.38
1239,2003,Jackson St,-7.93
1240,2003,Citadel,-3.9
1241,2003,Cornell,-4.27
1242,2003,Alcorn St,-8.36
1243,2003,Coastal Car,-8.95
1244,2003,FL Atlantic,-4.18
1245,2003,Long Beach St,-0.78
1246,2003,Robert Morris,-9.2
1247,2003,UNC Asheville,-5.61
1248,2003,VMI,-4.29
1249,2003,Elon,-7.97
1250,2003,Long Island,-7.72
1251,2003,Norfolk St,-11.83
1252,2003,Liberty,-10.35
1253,2003,W Illinois,-2.97
1254,2003,Chicago St,-2.43
1255,2003,Mt St Mary's,-8.11
1256,2003,Stetson,-4.84
1257,2003,UMBC,-8
1258,2003,UTRGV,-6.67
1259,2003,Albany NY,-5.09
1260,2003,Northwestern LA,-6.76
1261,2003,Sacred Heart,-7.27
1262,2003,High Point,-9.08
1263,2003,Alabama A&M,-11.83
1264,2003,Loyola MD,-3.71
1265,2003,Grambling,-7.47
1266,2003,New Hampshire,-5.15
1267,2003,Columbia,-4.83
1268,2003,Southern Univ,-13.2
1269,2003,Towson,-3.56
1270,2003,Bethune-Cookman,-10.93
1271,2003,Radford,-9.24
1272,2003,Army,-5.92
1273,2003,Campbell,-6.51
1274,2003,MD E Shore,-11.25
1275,2003,Morgan St,-12.69
1276,2003,Nicholls St,-5.51
1277,2003,Tennessee St,-3.51
1278,2003,Ark Pine Bluff,-4.54
1279,2003,Morris Brown,-10.21
1280,2003,Savannah St,-7.49
1281,2003,NC A&T,-8.15
1282,2004,Duke,10.86
1283,2004,Connecticut,7.77
1284,2004,Oklahoma St,7.23
1285,2004,Georgia Tech,11.21
1286,2004,St Joseph's  PA,4.97
1287,2004,North Carolina,12.04
1288,2004,Wisconsin,7.49
1289,2004,Gonzaga,3.32
1290,2004,Kentucky,8.55
1291,2004,Cincinnati,6.28
1292,2004,Louisville,6.97
1293,2004,Texas,8.4
1294,2004,NC State,10.61
1295,2004,Wake Forest,11.03
1296,2004,Pittsburgh,6.49
1297,2004,Stanford,4.34
1298,2004,Kansas,9.44
1299,2004,Maryland,11.68
1300,2004,Illinois,7.08
1301,2004,Mississippi St,6.08
1302,2004,Florida,9.19
1303,2004,Vanderbilt,7.58
1304,2004,Arizona,6.63
1305,2004,Nevada,5.82
1306,2004,Providence,8.21
1307,2004,Texas Tech,8.21
1308,2004,Florida St,8.3
1309,2004,Alabama,10.2
1310,2004,Seton Hall,7.78
1311,2004,Xavier,5.84
1312,2004,Memphis,5.96
1313,2004,Syracuse,7.61
1314,2004,South Carolina,5.33
1315,2004,BYU,6.31
1316,2004,Nebraska,5.08
1317,2004,W Michigan,-0.11
1318,2004,Charlotte,4.7
1319,2004,Michigan St,8.38
1320,2004,Boston College,7.17
1321,2004,Michigan,6.16
1322,2004,Alabama-Birmingham,5.63
1323,2004,UTEP,3.55
1324,2004,Utah,4.53
1325,2004,S Illinois,2.64
1326,2004,Notre Dame,7.38
1327,2004,Missouri,9.04
1328,2004,Oklahoma,6.27
1329,2004,Auburn,5.89
1330,2004,Richmond,5.07
1331,2004,Villanova,8.25
1332,2004,Purdue,5.46
1333,2004,Colorado,7.18
1334,2004,Washington,6.43
1335,2004,Manhattan,-1.26
1336,2004,Iowa St,8.06
1337,2004,Air Force,0.08
1338,2004,LSU,6.59
1339,2004,Virginia,9.65
1340,2004,DePaul,6.38
1341,2004,G Washington,4.12
1342,2004,Utah St,-1.43
1343,2004,Georgia,8.17
1344,2004,Wichita St,2.61
1345,2004,Boise St,4.14
1346,2004,Kansas St,4.84
1347,2004,Iowa,6.18
1348,2004,Oregon,6.91
1349,2004,Rutgers,6.87
1350,2004,Creighton,1.89
1351,2004,Saint Mary's CA,1.79
1352,2004,Kent,0.79
1353,2004,St Louis,5.03
1354,2004,Hawaii,4.23
1355,2004,Rice,3.99
1356,2004,UNLV,5.19
1357,2004,Tennessee,7.18
1358,2004,Murray St,-3.2
1359,2004,Rhode Island,2.8
1360,2004,Dayton,3.57
1361,2004,Northern Iowa,3.2
1362,2004,VA Commonwealth,-0.17
1363,2004,Arkansas,6.28
1364,2004,Marquette,4.12
1365,2004,WI Milwaukee,1.26
1366,2004,California,6.65
1367,2004,Louisiana,0.42
1368,2004,West Virginia,6.28
1369,2004,IL Chicago,-0.47
1370,2004,Clemson,11.12
1371,2004,Pacific,0.95
1372,2004,Penn,-2.09
1373,2004,Fresno St,5.11
1374,2004,Detroit,0.37
1375,2004,Temple,5.16
1376,2004,Wyoming,4.55
1377,2004,Miami FL,3.27
1378,2004,Indiana,7.94
1379,2004,East Carolina,2.16
1380,2004,Missouri St,2.01
1381,2004,San Diego St,5.81
1382,2004,New Mexico,3.76
1383,2004,Northwestern,5.91
1384,2004,Troy,-5.7
1385,2004,Georgetown,3.3
1386,2004,ETSU,-3.15
1387,2004,Mississippi,6.36
1388,2004,George Mason,0.37
1389,2004,Old Dominion,0.45
1390,2004,Minnesota,5.36
1391,2004,Drexel,-1.22
1392,2004,UCLA,6.82
1393,2004,Virginia Tech,4.36
1394,2004,Niagara,-3.14
1395,2004,USC,6.52
1396,2004,Washington St,5.05
1397,2004,Arizona St,5.35
1398,2004,Miami OH,1.6
1399,2004,UC Santa Barbara,-0.63
1400,2004,Buffalo,-1.19
1401,2004,Louisiana Tech,2.55
1402,2004,Toledo,0.97
1403,2004,Colorado St,4.87
1404,2004,Pepperdine,2.11
1405,2004,UCF,-5.87
1406,2004,Butler,-0.03
1407,2004,Belmont,-4.68
1408,2004,WKU,-0.1
1409,2004,Princeton,-3.32
1410,2004,Ohio State,5.02
1411,2004,Oregon St,4.6
1412,2004,UNC Wilmington,-0.46
1413,2004,IUPUI,-2.4
1414,2004,Austin Peay,-1.38
1415,2004,TCU,4.98
1416,2004,Tulsa,4.62
1417,2004,Duquesne,2.23
1418,2004,Col Charleston ,-3.97
1419,2004,Boston Univ,-5.91
1420,2004,Ball St,1.78
1421,2004,Fairfield,-2.38
1422,2004,E Washington,-0.34
1423,2004,Santa Clara,2.61
1424,2004,SMU,4.79
1425,2004,Hofstra,0.52
1426,2004,Missouri KC,-3.45
1427,2004,Georgia St,-5
1428,2004,Oral Roberts,-1.79
1429,2004,Drake,2.15
1430,2004,Bradley,1.92
1431,2004,Valparaiso,0.01
1432,2004,Akron,0
1433,2004,Illinois St,3.11
1434,2004,Delaware,-1.95
1435,2004,MTSU,-1.71
1436,2004,Idaho,0.43
1437,2004,Portland,2.83
1438,2004,Ark Little Rock,-3.97
1439,2004,Oakland,-0.3
1440,2004,St John's,7.85
1441,2004,WI Green Bay,-0.96
1442,2004,Ga Southern,-6.93
1443,2004,Bowling Green,0.5
1444,2004,Chattanooga,-2.98
1445,2004,Texas A&M,3.03
1446,2004,Arkansas St,-4.42
1447,2004,Southern Miss,3
1448,2004,Davidson,-0.99
1449,2004,Holy Cross,-6.69
1450,2004,Indiana St,2.02
1451,2004,Houston,3.8
1452,2004,Weber St,-2.15
1453,2004,CS Northridge,-0.46
1454,2004,La Salle,2.9
1455,2004,San Francisco,1.85
1456,2004,SF Austin,-9.33
1457,2004,Wright St,-0.95
1458,2004,Furman,-5.81
1459,2004,Loy Marymount,0.04
1460,2004,Marshall,2.23
1461,2004,South Florida,4.92
1462,2004,Massachusetts,2.59
1463,2004,New Orleans,-0.53
1464,2004,Denver,-1.67
1465,2004,Centenary,-2.39
1466,2004,St Peter's,-2.81
1467,2004,Baylor,5.2
1468,2004,Vermont,-6.36
1469,2004,Penn St,5.67
1470,2004,Liberty,-4.22
1471,2004,Tulane,1.92
1472,2004,Ohio,-0.19
1473,2004,Birmingham So,-9.79
1474,2004,UC Irvine,-0.1
1475,2004,New Mexico St,-1.58
1476,2004,Cal Poly SLO,-0.2
1477,2004,UC Riverside,-0.21
1478,2004,Evansville,3.25
1479,2004,E Michigan,-1.14
1480,2004,CS Fullerton,-0.81
1481,2004,Yale,-2.51
1482,2004,Loyola-Chicago,1.17
1483,2004,CS Sacramento,-2.39
1484,2004,Bucknell,-6.65
1485,2004,N Illinois,0.08
1486,2004,Northern Arizona,-3.12
1487,2004,San Jose St,3.59
1488,2004,South Alabama,-1.21
1489,2004,MS Valley St,-12.91
1490,2004,Montana St,-3.59
1491,2004,American Univ,-7.04
1492,2004,Northeastern,-6.19
1493,2004,Siena,-2.32
1494,2004,Monmouth NJ,-5.66
1495,2004,Maine,-8.39
1496,2004,SE Louisiana,-7.95
1497,2004,Iona,-1.88
1498,2004,Lafayette,-6.37
1499,2004,Portland St,-3.12
1500,2004,Brown,-4.17
1501,2004,SE Missouri St,-3.25
1502,2004,Rider,-4.95
1503,2004,Morehead St,-2.9
1504,2004,TAM C. Christi,-4.64
1505,2004,William & Mary,-0.76
1506,2004,Appalachian St,-1.18
1507,2004,E Kentucky,-5.07
1508,2004,Chicago St,0.14
1509,2004,Montana,-0.91
1510,2004,UT Arlington,-6.47
1511,2004,Cornell,-5.69
1512,2004,Canisius,-2.75
1513,2004,North Texas,-2.92
1514,2004,Tennessee Tech,-2.75
1515,2004,Winthrop,-6.62
1516,2004,Youngstown St,0.37
1517,2004,Central Conn,-7.98
1518,2004,S Carolina St,-10.14
1519,2004,St Bonaventure,4.19
1520,2004,F Dickinson,-7.65
1521,2004,Coastal Car,-6.79
1522,2004,W Carolina,-3.84
1523,2004,FL Atlantic,-5.68
1524,2004,St Francis NY,-8.76
1525,2004,UT San Antonio,-6.11
1526,2004,Lehigh,-8.88
1527,2004,UNC Greensboro ,-4.1
1528,2004,McNeese St,-4.66
1529,2004,James Madison,-1.28
1530,2004,Coppin St,-8.68
1531,2004,Fordham,3.89
1532,2004,Jacksonville St,-7.7
1533,2004,Southern Utah,-0.61
1534,2004,Delaware St,-7.97
1535,2004,Mercer,-3.11
1536,2004,TN Martin,-2.72
1537,2004,Samford,-2.55
1538,2004,High Point,-8.7
1539,2004,UTRGV,-3
1540,2004,Binghamton,-6.33
1541,2004,Idaho State,-1.66
1542,2004,Texas St,-7.01
1543,2004,C Michigan,1.52
1544,2004,Elon,-2.95
1545,2004,Columbia,-5.3
1546,2004,Florida A&M,-7.94
1547,2004,Northwestern LA,-5.23
1548,2004,Towson,-1.71
1549,2004,Stetson,-3.87
1550,2004,San Diego,2.51
1551,2004,UMBC,-6.61
1552,2004,Cleveland St,0.46
1553,2004,Robert Morris,-7.52
1554,2004,Hampton,-8.72
1555,2004,Wagner,-7.13
1556,2004,IPFW,1
1557,2004,St Francis PA,-7.7
1558,2004,Mt St Mary's,-6.91
1559,2004,Colgate,-7.59
1560,2004,Long Beach St,-0.6
1561,2004,Radford,-7.78
1562,2004,E Illinois,-2.64
1563,2004,Alabama St,-10.78
1564,2004,Lamar,-6.18
1565,2004,Tennessee St,-1.91
1566,2004,Gardner Webb,-4.05
1567,2004,New Hampshire,-6.79
1568,2004,Stony Brook,-6.48
1569,2004,ULM,-4.01
1570,2004,Sacred Heart,-7.66
1571,2004,Marist,-2.69
1572,2004,Jacksonville,-6.62
1573,2004,Hartford,-6.15
1574,2004,Wofford,-1.92
1575,2004,Sam Houston St,-6.81
1576,2004,Quinnipiac,-7.4
1577,2004,Southern Univ,-12.78
1578,2004,Morgan St,-10.15
1579,2004,Jackson St,-11.09
1580,2004,TX Southern,-12.98
1581,2004,W Illinois,-1.15
1582,2004,Long Island,-8.11
1583,2004,UNC Asheville,-4
1584,2004,Norfolk St,-11.66
1585,2004,Lipscomb,-4.52
1586,2004,Charleston So,-6.96
1587,2004,Florida Intl,-1.54
1588,2004,Albany NY,-7.47
1589,2004,Howard,-9.87
1590,2004,Alabama A&M,-12.29
1591,2004,Grambling,-9.94
1592,2004,Harvard,-4.37
1593,2004,Loyola MD,-4.12
1594,2004,Dartmouth,-6.17
1595,2004,Bethune-Cookman,-10.63
1596,2004,VMI,-5.57
1597,2004,Citadel,-3.36
1598,2004,Alcorn St,-11.79
1599,2004,Nicholls St,-6.25
1600,2004,Prairie View,-9.55
1601,2004,MD E Shore,-10.1
1602,2004,Campbell,-4.49
1603,2004,Navy,-5.04
1604,2004,Savannah St,-3.52
1605,2004,Army,-7.72
1606,2004,NC A&T,-7.84
1607,2004,Ark Pine Bluff,-8.54
1608,2005,North Carolina,10.66
1609,2005,Illinois,8.47
1610,2005,Duke,10.04
1611,2005,Louisville,6.18
1612,2005,Oklahoma St,9.68
1613,2005,Kansas,10.85
1614,2005,Michigan St,7.41
1615,2005,Wake Forest,10.27
1616,2005,Florida,7.12
1617,2005,Oklahoma,8.84
1618,2005,Washington,7.66
1619,2005,Kentucky,8.1
1620,2005,Villanova,8.43
1621,2005,Connecticut,7.62
1622,2005,Arizona,8.03
1623,2005,Cincinnati,6.74
1624,2005,Georgia Tech,9.78
1625,2005,Wisconsin,9.61
1626,2005,Alabama,6.81
1627,2005,Texas Tech,9.11
1628,2005,NC State,9.16
1629,2005,Syracuse,6.83
1630,2005,Texas,7.56
1631,2005,Iowa,9.34
1632,2005,Pittsburgh,5.73
1633,2005,Boston College,6.41
1634,2005,Utah,4.54
1635,2005,Maryland,7.89
1636,2005,Vanderbilt,7.3
1637,2005,Gonzaga,4.37
1638,2005,Texas A&M,5.19
1639,2005,Ohio State,6.2
1640,2005,Utah St,-1.47
1641,2005,Mississippi St,6.05
1642,2005,Arkansas,3.6
1643,2005,Minnesota,6.96
1644,2005,South Carolina,7.85
1645,2005,West Virginia,7.62
1646,2005,LSU,7.77
1647,2005,S Illinois,5.12
1648,2005,Iowa St,8.4
1649,2005,Memphis,5.4
1650,2005,Clemson,8.86
1651,2005,New Mexico,1.51
1652,2005,G Washington,1.05
1653,2005,Alabama-Birmingham,4.78
1654,2005,WI Milwaukee,1.44
1655,2005,Indiana,10.01
1656,2005,Creighton,3.84
1657,2005,Northern Iowa,5.31
1658,2005,Providence,8.87
1659,2005,Kansas St,7.72
1660,2005,Missouri St,4.51
1661,2005,Georgetown,6.54
1662,2005,Charlotte,3.97
1663,2005,UTEP,0.91
1664,2005,Wichita St,4.36
1665,2005,Miami FL,7.78
1666,2005,Nebraska,6.39
1667,2005,Notre Dame,6.18
1668,2005,Nevada,3.02
1669,2005,Arizona St,5.36
1670,2005,UCLA,7.09
1671,2005,Stanford,8.13
1672,2005,DePaul,4.62
1673,2005,Pacific,1.16
1674,2005,Air Force,2.61
1675,2005,Tennessee,8.37
1676,2005,Vermont,-1.95
1677,2005,St Joseph's  PA,3.32
1678,2005,Miami OH,3.62
1679,2005,Virginia,10.62
1680,2005,Missouri,9.24
1681,2005,W Michigan,2.01
1682,2005,Akron,1.67
1683,2005,Xavier,1.9
1684,2005,Florida St,8.99
1685,2005,Saint Mary's CA,2.4
1686,2005,Temple,4.31
1687,2005,Marquette,4.73
1688,2005,Oregon,6.68
1689,2005,Washington St,7.39
1690,2005,Rice,3.07
1691,2005,UNLV,5.61
1692,2005,Old Dominion,-2.59
1693,2005,Buffalo,2.39
1694,2005,Purdue,11.07
1695,2005,Holy Cross,-4.21
1696,2005,Louisiana,1.91
1697,2005,Virginia Tech,5.79
1698,2005,Kent,2.75
1699,2005,Mississippi,5.72
1700,2005,TCU,3.54
1701,2005,Ohio,1.8
1702,2005,Oral Roberts,-2.06
1703,2005,Seton Hall,6.04
1704,2005,WKU,-0.49
1705,2005,St John's,7.42
1706,2005,Colorado,8.5
1707,2005,Toledo,3.18
1708,2005,Michigan,7.12
1709,2005,Penn,-1.98
1710,2005,Houston,3.92
1711,2005,Denver,-0.44
1712,2005,USC,6.91
1713,2005,Northwestern,7.38
1714,2005,Ball St,3.31
1715,2005,Hawaii,1.86
1716,2005,Wyoming,3.91
1717,2005,SMU,2.11
1718,2005,Illinois St,3.34
1719,2005,Dayton,0.38
1720,2005,Rutgers,8.75
1721,2005,Boston Univ,-3.86
1722,2005,Bradley,4.55
1723,2005,Niagara,-3.08
1724,2005,Oregon St,4.02
1725,2005,San Diego,2.25
1726,2005,South Florida,2.03
1727,2005,Hofstra,-2.53
1728,2005,California,5.97
1729,2005,Santa Clara,2.18
1730,2005,Colorado St,3.88
1731,2005,San Francisco,3.33
1732,2005,MTSU,-1.43
1733,2005,Drake,4.57
1734,2005,Bucknell,-2.19
1735,2005,Auburn,6.6
1736,2005,VA Commonwealth,-1.52
1737,2005,Bowling Green,1.76
1738,2005,Drexel,-1.91
1739,2005,CS Northridge,-0.98
1740,2005,Pepperdine,1.51
1741,2005,Davidson,-1.08
1742,2005,Detroit,1.01
1743,2005,N Illinois,2.06
1744,2005,Fresno St,0.31
1745,2005,IL Chicago,1.09
1746,2005,Louisiana Tech,1.24
1747,2005,San Diego St,5.61
1748,2005,BYU,6.69
1749,2005,George Mason,-2.83
1750,2005,Evansville,2.91
1751,2005,Portland,0.54
1752,2005,Tulsa,1.66
1753,2005,St Louis,5.04
1754,2005,Butler,-0.85
1755,2005,Indiana St,4.44
1756,2005,Northeastern,-2.97
1757,2005,Richmond,3.06
1758,2005,Winthrop,-6.65
1759,2005,CS Fullerton,-0.83
1760,2005,Murray St,-3.47
1761,2005,Massachusetts,1.51
1762,2005,TAM C. Christi,-5.48
1763,2005,Wright St,0.35
1764,2005,Ark Little Rock,0.9
